Company/Brand,Location,Sector,What it does,Investor,Amount,Stage,Year
Fanball XI,New Delhi,Gaming,The gaming company mostly focused on fantasy football games,Foxhog Ventures,1000000.0,Seed,2020
Treebo Hotels,Bangalore,Hospitality,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",Ramesh Mangaleswaran,6000000.0,,2020
GPS Renewables,Bangalore,Cleantech,To solve the urban waste problem by utilising local technologies and business models.,Triodos,3000000.0,Series A,2020
Public,New Delhi,Social Media,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,Lee Fixels Addition,30000000.0,,2020
Legal Salah,Kolkata,LegalTech,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,I2I Capitals,1000000.0,Seed,2020
FanPlay,New Delhi,Gaming,FanPlay Technologies operates as a real-money gaming startup.,Core91 Fund,0.0,Seed,2020
ECOSTP,Bangalore,Sanitation solutions,Eco friendly zero power zero maintenance sewage treatment plant in India.,Terwilliger Centre,19000000.0,,2020
Coralogix,San Francisco,SaaS startup,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,2B Angels,25000000.0,Series B,2020
Equiwatt,Newcastle Upon Tyne,Tech company,Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,Rising Stars,300000.0,,2020
Reliance Retail Ventures,Mumbai,E-commerce,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",General Atlantic,800000000.0,,2020
Zhangmen,Shanghai,EdTech,Zhangmen is an online tutoring platform provides tutoring courses to students.,CICC Alpha,400000000.0,,2020
AgroWave,Gurugram,AgriTech,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,Sekhar Puli,500000.0,,2020
Sapio Analytics,Mumbai,Tech company,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,,150000.0,,2020
Taimei,Jiaxing,HealthCare,Taimei Technology provides a cloud platform for clinical research collaboration.,Cowin Venture,176000000.0,,2020
Avanse Financial Services,Mumbai,FinTech,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",International Finance Corporation,15000000.0,,2020
Industry Buying,New Delhi,E-commerce,India's largest industrial ecommerce platform,BlackSoil,15000000.0,,2020
Hopscotch,Mumbai,E-commerce,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",Marc Lore,25000000.0,,2020
Pristyn Care,Gurugram,HealthCare,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,Sequoia Capital India,11000000.0,,2020
WoodenStreet,Rajastan,Home Design,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,IAN Fund,1000000.0,,2020
ACKO,Mumbai,InsureTech,Acko General Insurance is a private sector general insurance company in India.,RPS Ventures,60000000.0,,2020
Farmers Fresh Zone,Kochi,AgriTech,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,Artha India Ventures,470000.0,,2020
Invento,Bangalore,AI Startup,Invento Robotics specializes in developing service robots intended for customer interactions.,Chiripal Group,0.0,,2020
Infurnia,Bangalore,Tech Startup,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,Pallav Nadhani,240000.0,,2020
AnalytIQSports's SuperCric,Bangalore,Entertainment,SuperCric is India's first strategy Cricket Manager simulation game,,0.0,,2020
Snowflake,California,Tech company,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,Salesforce Ventures,3000000000.0,,2020
GenieTalk,Indore,Tech company,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,,750000.0,,2020
Classplus,Noida,EdTech,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,Spiral Ventures,10000000.0,,2020
Mobile Premier League,Bangalore,Entertainment,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,Sequoia Capital India,74000000.0,,2020
Fourth Partner Energy,Hyderabad,Solar solution,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,responsAbility,16000000.0,,2020
Flipkart,Bangalore,E-commerce,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,Tencent Holdings,62000000.0,,2020
Vivriti Capital,Chennai,FinTech,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,Aspada,1000000.0,,2020
InsuranceDekho,Ludhiana,FinTech,The funding for branding and marketing activities as well as strengthening the product and technology teams,GirnarSoft,20000000.0,,2020
BestDoc,Kochi,HealthCare,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,,2100000.0,,2020
Byju’s,Bangalore,EdTech,An Indian educational technology and online tutoring firm,Owl Ventures,500000000.0,,2020
Melorra,Bangalore,Jewellery startup,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,Jamshed Jeejeebhoy,12500000.0,,2020
Reliance,Mumbai,Multinational conglomerate company,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources",Facebook,2200000000.0,,2020
Inflexor Ventures,Mumbai,FinTech,Experienced Venture Capital-General Partner focused on Technology investments.,,10000000.0,,2020
Pandorum,Bangalore,Deeptech startup,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,021 Capital,5060000.0,,2020
SpeakIn,Noida,Social Network,"AI-enabled network of speakers and thought leaders, aka. experts",Homage Ventures.,0.0,,2020
LetsUp,Mumbai,Publication,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",,0.0,,2020
Newsreach,Gujarat,Publication,NewsReach India offers partner publications a digital footprint,Mumbai Angels,0.0,,2020
Dream11,Mumbai,Entertainment,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,Steadview Capital,225000000.0,,2020
SignalX,Hyderabad,SaaS platform,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",,750000.0,,2020
JetSynthesys,Mumbai,Tech,Gaming and entertainment startup,Adar C. Poonawalla,40000000.0,,2020
Vesta Space Technology,Pune,Tech Startup,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,,10000000.0,,2020
Dozee,Bangalore,HealthTech,Dozee offers health and wellness monitoring products.,,1600000.0,,2020
Rebel Foods,Pune,Food,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",Coatue Management,50000000.0,,2020
Nykaa,Mumbai,Fashion,Cosmetics & beauty products online,Steadview Capital,24700000.0,,2020
Ketto,Mumbai,Finance,"Crowdfunding, Charity, E-commerce",Mumbai Angels,7700000.0,,2020
Suryoday,Mumbai,Finance,Banks that extends two distinct fixed deposit schemes,Gaja Capital,800000.0,,2020
SucSEED,Hyderabad,Finance,Venture Partners,DR. Moti Vyas,1300000.0,,2020
Unacademy,Bangalore,EdTech,Unacademy is an Indian online education technology company,Nexus Venture Partners,150000000.0,,2020
Strata,Bangalore,Real Estate,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments",Propstack,19067328.0,,2020
3one4 Capital,Bangalore,Venture capital,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,,100000000.0,,2020
WE-Hub,Hyderabad,Entreprenurship,WE HUB is the first-of-its-kind and only State-run platform for Women Entrepreneurs.,,0.0,,2020
Zomato,Haryana,Food devlivery,Get online food delivery from restaurants near you,MacRitchie Investments,62000000.0,,2020
Vicara,Bangalore,Tech Startup,A deep tech startup pioneering in motion-based interfaces and insights.,,0.0,,2020
Gaana,Gurugram,Entertainment,Gaana is a commercial music streaming service providing free and licensed music.,Tencent Holdings,51000000.0,,2020
EM3 Agri,Noida,AgriTech,A pioneering organization in the farming-as-a service (FaaS) space,Global Innovation Fund,1000000.0,,2020
Plum,Thane,Cosmetics,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair",Ronald Conway,115000.0,,2020
Odwen,Noida,Warehouse,India's first do-it-yourself warehouse management system.,Prospect Partners.,54000.0,,2020
Fasal,Bangalore,AgriTech,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,Omnivore,20000.0,,2020
Trukky,Ahmedabad,Logistics,"Transportation, logistics services & cargo services.",Mumbai Angels.,0.0,,2020
BankBazaar,Chennai,Online financial service,Check your latest Credit Score and get your Credit Report online in India for Free,Ramesh Srinivasan,9000000.0,,2020
Specsmakers,Chennai,Eyeglasses,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",Eight Roads Ventures,3000000.0,,2020
Grinntech,Dehradun,Battery design,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability",Ashok Leyland,2000000.0,,2020
CreditMantri,Chennai,Online credit management startup,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,Ranjit Punja,803146.0,,2020
Chai Waale,Chennai,Beverage,Given the rising trend in the number of tea stalls in the city,Gunavanth Vaid,238000.0,,2020
Deepsync,Bangalore,Tech Startup,"Deepsync is a revolutionary way to record your content, without you really speaking.",Venkat Raju,300000.0,,2020
ConnectedH,Gurgaon,HealthCare,The company’s vision is simple – Connected Healthcare.,,0.0,,2020
Reliance Retail,Mumbai,E-commerce,"Retailer delivering superior value to its customers, suppliers and shareholders.",Silver Lake Partners,10220000.0,,2020
QShala,Bangalore,EdTech,A platform that helps kids learn about life skills,,300000.0,,2020
Pitstop,Bangalore,Car Service,"Pitstop owns and operates a network of garages that provides car repair, detailing",Clairvest Group,1020000.0,,2020
Zomato,Haryana,Food devlivery,Get online food delivery from restaurants near you,MacRitchie Investments,100000000.0,,2020
Customfit ai,Bangalore,SaaS startup,Operates on a SaaS model by providing a hyper-personalised website to users.,,0.0,,2020
Nirmata,San Francisco,Tech,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,Damien Toledo,0.0,,2020
Hire Me Car,Noida,TravelTech,HireMeCar.com offers customers the fastest and easiest way to plan road travel.,US based NRI Investors,0.0,Seed,2020
Oga Fit,Bangalore,Fitness startup,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Inflection Point Ventures,0.0,Pre-series A,2020
ShipsKart,New Delhi,E-commerce,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",Betatron,200000.0,Pre-series A,2020
SquadStack,San Francisco,Tech company,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.",Chiratae Ventures,5000000.0,Series A,2020
Financepeer,Mumbai,EdTech,Financepeer is an AI based peer to peer lending platform.,Ravi Sanghvi,3000000.0,Pre-series A,2020
Cashify,Gurugram,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,Bessemer Venture Partners,10000000.0,Debt,2020
Etrio,Hyderabad,EV startup,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",HNIs,3000000.0,Series A,2020
Codeyoung,Bangalore,EdTech,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,Guild Capital,0.0,Seed,2020
StayQrious,Bangalore,EdTech,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.",Y Combinator,2000000.0,Seed,2020
Sunstone Eduversity,Gurugram,EdTech,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,Prime Venture Partners,3000000.0,Series A,2020
Infilect,Bangalore,SaaS startup,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,Mela Ventures,1500000.0,Pre-series A,2020
MobiGarage,New Delhi,E-commerce,An ecommerce platform for refurbished electronics.,,0.0,Pre-series A,2020
Samunnati,Chennai,Agriculture,Samunnati is a financial service provider focused on agri value chains.,responsAbility,20000000.0,Debt,2020
WeInnovate Biosolutions,Pune,Startup laboratory,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,Chiratae ventures,0.0,Seed,2020
Yummy Corp,Tangerang,Food Industry,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",Palm Drive Capital,12000000.0,Series B,2020
Smallcase,Bangalore,FinTech,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,Sequoia Capital India,13400000.0,Series B,2020
Clairvolex,California,Tech Startup,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,JF Mauritius SPV,2000000.0,Debt,2020
Assiduus,Bangalore,E-commerce,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",VC Firm K Partners,1000000.0,Series A,2020
Brinton,California,HealthTech,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,India Alternatives Private Equity Fund,1300000.0,Debt,2020
AFK Gaming,Mumbai,Entertainment,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,,200000.0,Pre-series A,2020
Infarm,Berlin,AgriTech,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,Bonnier Ventures,170000000.0,Series C,2020
Zuper,Seattle,SaaS startup,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,Gemba Capital,1100000.0,Seed,2020
mCaffeine,Mumbai,Personal care startup,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",RPSG Ventures,2900000.0,Series B,2020
Origa,Andheri,FinTech,The charioteer of your growth at all times.,500 Startups,2000000.0,Debt,2020
GullyBuy Software,Pune,Tech Startup,To deliver a solution that will provide shopping convenience to every consumer in India,,543000.0,Pre-series A,2020
Recordent,Hyderabad,FinTech,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,,0.0,Seed,2020
MPL,Bangalore,Entertainment,Mobile Premier League is the mobile e-Sports platform based in India.,Base Partners,90000000.0,Series C,2020
Penny,Riyadh,SaaS startup,Offer various development solutions and mainly focus on helping startups,,1300000.0,Seed,2020
Onsitego,Mumbai,Customer service company,Onsitego is a customer service company for device and appliance repairs.,Accel,30000000.0,Series B,2020
Precily,California,SaaS  startup,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,Windrose Capital,0.0,Seed,2020
SmartClean,Singapore,Tech Startup,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,Seeds Capital,3400000.0,Pre- series A,2020
ClanConnect,Delhi,Marketing startup,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented",,600000.0,Seed,2020
Servify,Mumbai,Service industry,Servify is a self-learning platform that provides device management services and warranty solutions.,Blume Ventures,23000000.0,Series C,2020
ShareChat,Bangalore,Social media,ShareChat is a social networking and regional content platform.,Lightspeed venture partners,40000000.0,Pre-series C,2020
Rephrase.ai,Bangalore,AI,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,Techstars Bangalore Accelerator,1500000.0,Seed,2020
Melorra,Bangalore,Jewellery,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace",Shadows Holdings,8090000.0,Debt,2020
FabHotels,Gurugram,Hospitality,FabHotels is a network of 3 star budget hotels in India,RB Investments Pte. Ltd,1030000.0,Series B,2020
EkAnek,New Delhi,Tech Startup,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,Lightspeed India Partners,5040000.0,Edge,2020
Cub McPaws,Mumbai,AR startup,Cub McPaws is a kids clothing brand.,Venture Catalysts,800000.0,Pre-series A,2020
Zimyo,Gurgaon,HR Tech startup,Employee experience platform that empowers organizations to manage and retain great talent!,Abhishant Pant,1500000.0,Seed,2020
PumPumPum,Gurgaon,Automotive Startup,Pumpumpum is a car rental company,,360000.0,Debt,2020
Burgerama,Gurgaon,Food Startup,Burgerama is a unit of Junket Foods Private Limited,Madison,0.0,Pre-series A,2020
Moms Co,Gurgaon,HealthCare,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,DSG Consumer Partners,8000000.0,Series B,2020
DillyHub,Seoul,Publication,A service that promotes and facilitates the works of independent comic artists,Kakao Ventures,1400000.0,Seed,2020
FPL Technologies,Pune,FinTech,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,Matrix Partners India,10000000.0,Series A,2020
FITTR,Pune,Fitness startup,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,Surge,2000000.0,Pre-series A,2020
Illumnus,Pune,EdTech Startup,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities",23 High Networth Individuals (HNIs).,100000.0,Seed,2020
CashKaro,Gurgaon,E-commerce,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,Ratan Tata,10000000.0,Series B,2020
Newton School,Bangalore,EdTech Startup,Newton School is a platform to learn and develop skills,Nexus Venture Partners,650000.0,Seed,2020
Airmeet,Bangalore,Tech Startup,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge",Global Founders Capital,12000000.0,Series A,2020
Observe ai,San Francisco,Tech,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.",01 Advisors,54000000.0,Series B,2020
InCred,Mumbai,Finance,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",Pushpak Credit,5000000.0,Debt,2020
Toppr,Mumbai,EdTech,Toppr is an Indian educational technology and online tutoring firm,Kaizenvest,35000000.0,Series D,2020
CarTrade,Mumbai,Car Trade,Buy and Sell Used Cars,Pincus,42500000.0,Series H,2020
LEAD School,Mumbai,EdtTech,Offers a high-end digital classroom system focused on enhancing the learning experience,Westbridge Capital,28000000.0,Series C,2020
Servify,Mumbai,Manufacturing,"Enables top OEMs & ODMs in device distribution, sales, warranty",Blume Ventures,11370000.0,Series C,2020
Lido Learning,Mumbai,EdTech,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?",BAce Capital,7500000.0,Series B,2020
Apna.co,Bangalore,Job portal,Can find all types of jobs from entry level to experienced people in over 60+ categories.,Lightspeed India,8000000.0,Series A,2020
Quintype Technologies,Bangalore,Tech,"Building a suite of digital publishing solutions to simplify content creation, distribution",IIFL Asset Management,325000.0,Series A,2020
Dunzo,Bangalore,Tech,Order online and get free delivery from your nearby restaurants,Wes Schwalje,28000000.0,Series E,2020
Entropik,Bangalore,AI Platform,Gain insights into human emotions with AI-powered platform affect lab.,IDFC-Parampara Fund,8000000.0,Series A,2020
Livspace,Bangalore,Home Design,Interior design marketplace that connects interior designers,Mercer Investments,9000000.0,Series D,2020
Ultraviolette Automotive,Bangalore,Automation,Industries Automotive Electric Vehicle Energy Energy Storage,TVS Motor Company,410000.0,Series B,2020
WinZO,New Delhi,Gaming,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,Makers Fund,18000000.0,Series B,2020
SenseHawk,Bangalore,Solar SaaS,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,Falcon Edge Capital,5000000.0,Series A,2020
Railofy,Mumbai,WL & RAC protection,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,Chiratae Ventures.,900000.0,Seed,2020
Eloelo,Bangalore,Social commerce,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.",,450000.0,Seed,2020
Aibono,Bangalore,AgriTech,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,Menterra Venture Advisors,2000000.0,Pre-series A,2020
BuildPan,Indore,SaaS startup,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.",Sunil Kumar Singhvi,500000.0,Seed,2020
Homelane,Bangalore,Home interior services,Explore 1000's of fully customizable home interior designs.,Accel Partners,8000000.0,Bridge,2020
MyGlamm,Mumbai,Fashion,Buy Makeup kit & Cosmetics Products from international makeup brand,Bessemer Venture Partners,1000000.0,Series B,2020
Aviom,New Delhi,Finance,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,Insitor Partners,682000.0,Debt,2020
Flinto,Chennai,EdTech Startup,Flintobox is an India-based company that produces educational activity boxes for children,Sinai Ventures,7000000.0,Pre-Series B,2020
WayCool,Chennai,Agritech startup,WayCool is a social enterprise positively impacting the lives of India's farmers,FMO,5060000.0,Series C,2020
YAP,Chennai,API platform,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,Jitendra Gupta,4050000.0,Series A,2020
Big Bang Boom Solutions,Chennai,Deep Tech,It aims to co-create intellectual property that can reside within the borders of the country.,Mumbai Angels,1050000.0,Series A,2020
GUVI,Chennai,EdTech Startup,Operates vernacular-language based education tech startup,CBA Capital,800000.0,Series A,2020
BluSmart,Gurugram,Electricity,"BluSmart, an all-electric ride-hailing platform",Kalpavriksh,7000000.0,Pre-series A,2020
Cell Propulsion,Bangalore,Automotive company,Designs and develops electric power drives and autonomous electric mobility solutions,growX ventures,0.0,Pre-series A,2020
MPL,Bangalore,Entertainment,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,Sequoia Capital India,50000000.0,Series B,2020
Spoonshot,Bangalore,FMCG,A food science company using AI to predict consumer taste and food trends,SRI Capital,1000000.0,Seed A,2020
Pulse,Mumbai,FinTech,Helps people navigate through and profit off financial markets,,750000.0,Pre-series A,2020
Groww,Bangalore,FinTech,Leading Investment and Trading Platform,Y Combinator,30000000.0,Series C,2020
i3 Systems,Mumbai,Insurance Tech,Transforming India's health insurance industry with its digital solutions and AI products for automation,Hatanaka Yosuke,1050000.0,Pre-series A,2020
SOAL,Mumbai,EdTech,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders",Krishnan Menon,1000000.0,Series A-1,2020
OckyPocky,Gurugram,EdTech,Ockypocky helps kids in learning spoken english,SucSEED Venture Partners,400000.0,Seed,2020
Hippo Video,New York,Video personalization,Helps enterprise businesses achieve their marketing and sales goals through seamless video,Surge,4000000.0,Series A,2020
Hasura,San Francisco,Software Company,"Builds developer tooling products, including open source tools, backend",Nexus Venture Partners,25000000.0,Series B,2020
Qapita,Singapore,FinTech,Qapita provides digital equity management tools for private companies and startups.,Alto Partners,1080000.0,Seed,2020
Sunday,Bangkok,FinTech,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,SCB 10X,9000000.0,Pre-Series B,2020
Gamezop,Gurugram,Gaming,A multi-game platform,Powerhouse ventures,4300000.0,Series A,2020
Phool.co,Kanpur,Biomaterial startup,They use flowers from temples across India's and create useful products such as rose incense cone,Kaplan Foundation,1400000.0,Pre-series A,2020
Chiratae Ventures,Bangalore,Venture capital,A leading tech venture capital fund focused on enabling entrepreneurs in India.,,0.0,Seed Funding,2020
MedLife,Bangalore,Health,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.",Ivy Icon,6800000.0,,2020
IDfy,Mumbai,IT,IDfy provides risk and fraud solutions,Millenna FVCI III,2110000.0,Series A,2020
True Balance,Gurugram,Finance,Earn money by meeting financial needs of your friends and neighbors.,Balancehero,0.0,Series C,2020
Bira91,New Delhi,Craft Beer,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,Anicut Capital,764000.0,,2020
Max wholesale,New Delhi,E-commerce,MaxWholesale is an online distributor that provides authentic FMCG goods,Al Falaj Commercial Investment Co,603000.0,,2020
Craftsvilla,Mumbai,E-commerce,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories",Supera Investments,409000.0,,2020
MechMocha,Bangalore,Entertainment,India's first vernacular social gaming platform,Accel India,292000.0,Series A,2020
Mindhouse,Gurugram,Healthtech,A gym to train your mind offering workouts and programmes,GGV Capital,286000.0,,2020
DeepSync,Chandigarh,AI startup,"A revolutionary way to record your content, without you really speaking",Grand Anicut Angel Fund (GAAF),136000.0,,2020
Eruditus,Mumbai,Education,Bring world-class business and professional education to a global audience,Bertelsmann India Investments,0.0,,2020
Gradeup,Noida,Education,"India's largest exam preparation destination,",Times Internet,546000.0,,2020
Tracxn,Bangalore,Investment,Tracxn is the research partner for Venture Capitalist,Saif partners,887000.0,Series B,2020
Purple Style Labs,Mumbai,Fashion,Shopping experience and foster the growth of Indian brands and designers.,Jitendra Gupta,43000.0,,2020
ProPhysio,Bangalore,Health,The largest provider of physiotherapy and rehabilitation services,Nestavera Ventures.,40900.0,,2020
Flickstree,Mumbai,Tech,World's largest video publisher,MOX,40900.0,,2020
Settl,Gurugram,TravelTech,Get affordable AC bus-rides everyday,Sojitz,0.0,,2020
Fanspole,Thane,Entertainment,India's only social fantasy gaming platform,Mohan Verma,0.0,Pre-Seed,2020
Sarva,Mumbai,Healthcare,A wellness ecosystem built on the authentic foundations of Yoga,Shikhar Dhawan,0.0,,2020
Univ.ai,Bangalore,EdTech,"A distributed, global educational powerhouse that draws on technology",Kiran Mazumdar Shaw.,0.0,,2020
PurohitJi,Bangalore,Linguistic Spiritual,App for Hindu Puja Products & Services,Bhadresh,0.0,,2020
CredoLab,Singapore,Tech,AI credit scoring platform,GB Group,7000000.0,Series A,2020
Brick&Bolt,Bangalore,Construction,"A construction company doing house construction, building construction, commercial construction",Meghna Agarwal,2200000.0,Series A,2020
Grinntech,Chennai,Battery manufacturer,Leading on all fronts of battery design,V Sumantran,2000000.0,,2020
6Degree,Mumbai,Fashion,India's leading fashion business platform,Keiretsu Forum,340000.0,,2020
Bikayi,Hyderabad,E-commerce,Provides free whatsapp integrated E-Commerce Store,Mantis ventures,2000000.0,Seed round,2020
Virtual Forest,Bangalore,Tech,Tracking seasonal change in virtual forest,Napino Auto and Electronics Ltd,0.0,,2020
The Health company,Gurugram,AI health,Organic superfoods & free personal health coaching that actually work.,VCATS,350000.0,,2020
TrulyMadly Matchmakers,Gurugram,Dating app,One of the best dating Apps in India connecting singles across the country.,AngelList,110000.0,Pre-series A,2020
TrueFan,Mumbai,Media,Enables users to play quizzes around celebrities and winners get a personalised video message from stars.,Mayfield India,4300000.0,Seed round,2020
Fanspole,Mumbai,Gaming,A free app that users can use to create contests and play,Better Capital,0.0,Pre-seed Round,2020
Byju's,Bangalore,EdTech,Provides online learning classes,DST Global,122000000.0,,2020
Avail Finance,Bangalore,FinTech,Instant online loan app,Alphawave,11635000.0,Series B,2020
The Money Club,Delhi,AI,AI based chit fund cashier app,Venture Catalysts,0.0,,2020
Virohan,Gurgaon,Healthcare/Edtech,Healthcare training company,Keiretsu Forum,2800000.0,Seed Round & Series A,2020
OneCode,Gurugram,Social Commerce,Connects new-age digital first brands with relevant sellers,WaterBridge Ventures,0.0,Seed round,2020
Evage,Chandigarh,Mobility tech,Develop emissions-free electric commercial vehicles,Anand Shah,0.0,,2020
LEAD School,Mumbai,EdTech,Offers an integrated system for schools by helping them digitize the entire curriculum,WestBridge Capital,28000000.0,Series C,2020
Trell,Bangalore,Social e-commerce,Allows users to share their travel experiences,KTB Network,11000000.0,Series A,2020
Captain Fresh,Bangalore,Food & Logistics,Sea food Supply chain,Ankur Capital,2300000.0,Pre Series A,2020
Teachmint,Bangalore,EdTech,Empowers tutors with tools to deliver effective learning outcomes for students and parents,Better Capital,0.0,,2020
Pixxel,Bangalore,SpaceTech,Indian Earth observation startup,Lightspeed India Partners,5000000.0,Seed round,2020
Habbit Health,Delhi,Nutrition Tech,Applies modern science for healthier life through proprietary foods & digital ecosystem,3one4 Capital,0.0,Pre seed Round,2020
SmarterBiz,Bangalore,Tech,An end-to-end CX platform enabled with the gig workforce,StartupXseed Ventures,1065000.0,Pre Series A,2020
Able Jobs,Bangalore,HR,Provides end to end hiring support to companies,SAIF Partners,2000000.0,,2020
Vieroots,Kochi,Healthtech,Personalised lifestyle management using epigenetic science,Suniel Shetty,0.0,,2020
Stack Finance,Bangalore,FinTech,"It automates invesments, expenses, borrowing under a single platform",SOSV,0.0,Seed round,2020
FPL Technologies,Pune,FinTech,OneScore app is built by FPL - Free credit scoring and monitoring,Matrix Partners India,10000000.0,Series A,2020
Masai School,Bangalore,EdTech,It trains tech aspirants in full stack wed and android development,Unitus Ventures,2500000.0,Series A,2020
Mitron,Bangalore,Media,Short Video and Social Platform,Nexus Venture Partners,5000000.0,Series A,2020
LendingKart,Ahmedabad,FinTech,Provides working capital loans and business loans to MSMEs,Fullerton Financial Holdings,16076000.0,Series D,2020
Text Mercato,Bangalore,,Cataloguing startup that serves ecommerce platforms,1Crowd,649600.0,Series A,2020
